sample	unit	platform	fq1	fq2
D2_F2_60	D2_F2_60_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_60/D2_F2_60_NKD180900418-AK9784-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_60/D2_F2_60_NKD180900418-AK9784-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_63	D2_F2_63_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_63/D2_F2_63_NKD180900418-D2_F2_63_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_63/D2_F2_63_NKD180900418-D2_F2_63_H7LYHDSXX_L1_2.fq.gz
D2_F2_63	D2_F2_63_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_63/D2_F2_63_NKD180900418-AK9784-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_63/D2_F2_63_NKD180900418-AK9784-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_65	D2_F2_65_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_65/D2_F2_65_NKD180900418-D2_F2_65_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_65/D2_F2_65_NKD180900418-D2_F2_65_H7LYHDSXX_L1_2.fq.gz
D2_F2_65	D2_F2_65_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_65/D2_F2_65_NKD180900418-AK9785-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_65/D2_F2_65_NKD180900418-AK9785-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_67	D2_F2_67_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_67/D2_F2_67_NKD180900418-D2_F2_67_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_67/D2_F2_67_NKD180900418-D2_F2_67_H7LYHDSXX_L1_2.fq.gz
D2_F2_67	D2_F2_67_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_67/D2_F2_67_NKD180900418-AK9785-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_67/D2_F2_67_NKD180900418-AK9785-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_68	D2_F2_68_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_68/D2_F2_68_NKD180900418-D2_F2_68_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_68/D2_F2_68_NKD180900418-D2_F2_68_H7LYHDSXX_L1_2.fq.gz
D2_F2_68	D2_F2_68_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_68/D2_F2_68_NKD180900418-AK9785-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_68/D2_F2_68_NKD180900418-AK9785-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_72	D2_F2_72_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_72/D2_F2_72_NKD180900418-D2_F2_72_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_72/D2_F2_72_NKD180900418-D2_F2_72_H7LYHDSXX_L1_2.fq.gz
D2_F2_72	D2_F2_72_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_72/D2_F2_72_NKD180900418-AK9785-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_72/D2_F2_72_NKD180900418-AK9785-AK9816_H7NHLDSXX_L1_2.fq.gz
D2_F2_73	D2_F2_73_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_73/D2_F2_73_NKD180900418-D2_F2_73_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_73/D2_F2_73_NKD180900418-D2_F2_73_H7LYHDSXX_L1_2.fq.gz
D2_F2_73	D2_F2_73_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_73/D2_F2_73_NKD180900418-AK9786-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_73/D2_F2_73_NKD180900418-AK9786-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_74	D2_F2_74_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_74/D2_F2_74_NKD180900418-D2_F2_74_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_74/D2_F2_74_NKD180900418-D2_F2_74_H7LYHDSXX_L1_2.fq.gz
D2_F2_74	D2_F2_74_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_74/D2_F2_74_NKD180900418-AK9786-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_74/D2_F2_74_NKD180900418-AK9786-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_75	D2_F2_75_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_75/D2_F2_75_NKD180900418-D2_F2_75_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_75/D2_F2_75_NKD180900418-D2_F2_75_H7LYHDSXX_L1_2.fq.gz
D2_F2_75	D2_F2_75_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_75/D2_F2_75_NKD180900418-AK9786-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_75/D2_F2_75_NKD180900418-AK9786-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_76	D2_F2_76_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_76/D2_F2_76_NKD180900418-D2_F2_76_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_76/D2_F2_76_NKD180900418-D2_F2_76_H7LYHDSXX_L1_2.fq.gz
D2_F2_76	D2_F2_76_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_76/D2_F2_76_NKD180900418-AK9786-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_76/D2_F2_76_NKD180900418-AK9786-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_77	D2_F2_77_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_77/D2_F2_77_NKD180900418-D2_F2_77_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_77/D2_F2_77_NKD180900418-D2_F2_77_H7LYHDSXX_L1_2.fq.gz
D2_F2_77	D2_F2_77_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_77/D2_F2_77_NKD180900418-AK9786-AK9814_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_77/D2_F2_77_NKD180900418-AK9786-AK9814_H7NHLDSXX_L1_2.fq.gz
D2_F2_79	D2_F2_79_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_79/D2_F2_79_NKD180900418-D2_F2_79_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_79/D2_F2_79_NKD180900418-D2_F2_79_H7LYHDSXX_L1_2.fq.gz
D2_F2_79	D2_F2_79_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_79/D2_F2_79_NKD180900418-AK9786-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_79/D2_F2_79_NKD180900418-AK9786-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_81	D2_F2_81_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_81/D2_F2_81_NKD180900418-D2_F2_81_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_81/D2_F2_81_NKD180900418-D2_F2_81_H7LYHDSXX_L1_2.fq.gz
D2_F2_81	D2_F2_81_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_81/D2_F2_81_NKD180900418-AK9787-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_81/D2_F2_81_NKD180900418-AK9787-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_82	D2_F2_82_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_82/D2_F2_82_NKD180900418-D2_F2_82_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_82/D2_F2_82_NKD180900418-D2_F2_82_H7LYHDSXX_L1_2.fq.gz
D2_F2_82	D2_F2_82_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_82/D2_F2_82_NKD180900418-AK9787-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_82/D2_F2_82_NKD180900418-AK9787-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_83	D2_F2_83_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_83/D2_F2_83_NKD180900418-D2_F2_83_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_83/D2_F2_83_NKD180900418-D2_F2_83_H7LYHDSXX_L1_2.fq.gz
D2_F2_83	D2_F2_83_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_83/D2_F2_83_NKD180900418-AK9787-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_83/D2_F2_83_NKD180900418-AK9787-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_89	D2_F2_89_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_89/D2_F2_89_NKD180900418-D2_F2_89_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_89/D2_F2_89_NKD180900418-D2_F2_89_H7LYHDSXX_L1_2.fq.gz
D2_F2_89	D2_F2_89_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_89/D2_F2_89_NKD180900418-AK7210-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_89/D2_F2_89_NKD180900418-AK7210-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_90	D2_F2_90_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_90/D2_F2_90_NKD180900418-D2_F2_90_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_90/D2_F2_90_NKD180900418-D2_F2_90_H7LYHDSXX_L1_2.fq.gz
D2_F2_90	D2_F2_90_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_90/D2_F2_90_NKD180900418-AK7210-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_90/D2_F2_90_NKD180900418-AK7210-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_91	D2_F2_91_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_91/D2_F2_91_NKD180900418-D2_F2_91_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_91/D2_F2_91_NKD180900418-D2_F2_91_H7LYHDSXX_L1_2.fq.gz
D2_F2_91	D2_F2_91_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_91/D2_F2_91_NKD180900418-AK7210-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_91/D2_F2_91_NKD180900418-AK7210-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_92	D2_F2_92_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_92/D2_F2_92_NKD180900418-D2_F2_92_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_92/D2_F2_92_NKD180900418-D2_F2_92_H7LYHDSXX_L1_2.fq.gz
D2_F2_92	D2_F2_92_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_92/D2_F2_92_NKD180900418-AK7210-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_92/D2_F2_92_NKD180900418-AK7210-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_93	D2_F2_93_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_93/D2_F2_93_NKD180900418-D2_F2_93_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_93/D2_F2_93_NKD180900418-D2_F2_93_H7LYHDSXX_L1_2.fq.gz
D2_F2_93	D2_F2_93_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_93/D2_F2_93_NKD180900418-AK7210-AK9814_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_93/D2_F2_93_NKD180900418-AK7210-AK9814_H7NHLDSXX_L1_2.fq.gz
D2_F2_94	D2_F2_94_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_94/D2_F2_94_NKD180900418-D2_F2_94_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_94/D2_F2_94_NKD180900418-D2_F2_94_H7LYHDSXX_L1_2.fq.gz
D2_F2_94	D2_F2_94_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_94/D2_F2_94_NKD180900418-AK7210-AK4717_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_94/D2_F2_94_NKD180900418-AK7210-AK4717_H7NHLDSXX_L1_2.fq.gz
D2_F2_95	D2_F2_95_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_95/D2_F2_95_NKD180900418-D2_F2_95_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_95/D2_F2_95_NKD180900418-D2_F2_95_H7LYHDSXX_L1_2.fq.gz
D2_F2_95	D2_F2_95_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_95/D2_F2_95_NKD180900418-AK7210-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_95/D2_F2_95_NKD180900418-AK7210-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_96	D2_F2_96_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_96/D2_F2_96_NKD180900418-D2_F2_96_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_96/D2_F2_96_NKD180900418-D2_F2_96_H7LYHDSXX_L1_2.fq.gz
D2_F2_96	D2_F2_96_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_96/D2_F2_96_NKD180900418-AK7210-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_96/D2_F2_96_NKD180900418-AK7210-AK9816_H7NHLDSXX_L1_2.fq.gz
D2_F2_97	D2_F2_97_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_97/D2_F2_97_NKD180900418-D2_F2_97_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_97/D2_F2_97_NKD180900418-D2_F2_97_H7LYHDSXX_L1_2.fq.gz
D2_F2_97	D2_F2_97_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_97/D2_F2_97_NKD180900418-AK7138-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_97/D2_F2_97_NKD180900418-AK7138-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_98	D2_F2_98_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_98/D2_F2_98_NKD180900418-D2_F2_98_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_98/D2_F2_98_NKD180900418-D2_F2_98_H7LYHDSXX_L1_2.fq.gz
D2_F2_98	D2_F2_98_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_98/D2_F2_98_NKD180900418-AK7138-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_98/D2_F2_98_NKD180900418-AK7138-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_99	D2_F2_99_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_99/D2_F2_99_NKD180900418-D2_F2_99_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_99/D2_F2_99_NKD180900418-D2_F2_99_H7LYHDSXX_L1_2.fq.gz
D2_F2_99	D2_F2_99_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_99/D2_F2_99_NKD180900418-AK7138-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_99/D2_F2_99_NKD180900418-AK7138-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_100	D2_F2_100_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_100/D2_F2_100_NKD180900418-AK7138-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_100/D2_F2_100_NKD180900418-AK7138-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_100	D2_F2_100_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_100/D2_F2_100_NKD180900418-D2_F2_100_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_100/D2_F2_100_NKD180900418-D2_F2_100_H7LYHDSXX_L1_2.fq.gz
D2_F2_101	D2_F2_101_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_101/D2_F2_101_NKD180900418-AK7138-AK9814_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_101/D2_F2_101_NKD180900418-AK7138-AK9814_H7NHLDSXX_L1_2.fq.gz
D2_F2_101	D2_F2_101_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_101/D2_F2_101_NKD180900418-D2_F2_101_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_101/D2_F2_101_NKD180900418-D2_F2_101_H7LYHDSXX_L1_2.fq.gz
D2_F2_102	D2_F2_102_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_102/D2_F2_102_NKD180900418-AK7138-AK4717_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_102/D2_F2_102_NKD180900418-AK7138-AK4717_H7NHLDSXX_L1_2.fq.gz
D2_F2_102	D2_F2_102_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_102/D2_F2_102_NKD180900418-D2_F2_102_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_102/D2_F2_102_NKD180900418-D2_F2_102_H7LYHDSXX_L1_2.fq.gz
D2_F2_103	D2_F2_103_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_103/D2_F2_103_NKD180900418-AK7138-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_103/D2_F2_103_NKD180900418-AK7138-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_103	D2_F2_103_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_103/D2_F2_103_NKD180900418-D2_F2_103_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_103/D2_F2_103_NKD180900418-D2_F2_103_H7LYHDSXX_L1_2.fq.gz
